(35, 1, 5, 13, 324);ב;ד;ך;ל;מ;ה;ם;ה;ל;(35, 1, 5, 5, 316)
(35, 1, 5, 22, 333);ו;מ;ו;י;ב;ם;ו;י;ר;(35, 1, 5, 14, 325)
(35, 1, 5, 31, 342);ך;ל;מ;ה;ג;ב;ת;פ;מ;(35, 1, 5, 23, 334)
(35, 1, 5, 40, 351);י;ת;ש;מ;ן;י;י;מ;ו;(35, 1, 5, 32, 343)
(35, 1, 5, 49, 360);נ;ש;ם;ל;ד;ג;ל;ו;ו;(35, 1, 5, 41, 352)
(35, 1, 5, 58, 369);ק;מ;ו;ש;ו;ל;ש;ם;י;(35, 1, 5, 50, 361)
(35, 1, 5, 67, 378);ל;ו;ד;מ;ע;י;ם;ת;צ;(35, 1, 5, 59, 370)
(35, 1, 6, 2, 387);י;ו;ך;ל;מ;ה;י;נ;פ;(35, 1, 5, 68, 379)
(35, 1, 6, 11, 396);י;נ;ב;מ;ם;ה;ב;י;ה;(35, 1, 6, 3, 388)
(35, 1, 6, 20, 405);א;י;נ;ד;ה;ד;ו;ה;י;(35, 1, 6, 12, 397)
(35, 1, 6, 29, 414);ש;י;מ;ה;י;נ;נ;ח;ל;(35, 1, 6, 21, 406)
(35, 1, 7, 1, 423);ו;ה;י;ר;ז;ע;ו;ל;א;(35, 1, 6, 30, 415)
(35, 1, 7, 10, 432);ה;ר;ש;ם;ה;ל;ם;ש;י;(35, 1, 7, 2, 424)
(35, 1, 7, 19, 441);ו;מ;ש;ם;י;ס;י;ר;ס;(35, 1, 7, 11, 433)
(35, 1, 7, 28, 450);י;נ;ד;ל;ם;ש;י;ו;ת;(35, 1, 7, 20, 442)
(35, 1, 7, 37, 459);ר;צ;א;ש;ט;ל;ב;ל;א;(35, 1, 7, 29, 451)
(35, 1, 7, 46, 468);ד;ש;ה;י;נ;נ;ח;ל;ו;(35, 1, 7, 38, 460)
(35, 1, 7, 55, 477);ל;א;ש;י;מ;ל;ו;ך;ר;(35, 1, 7, 47, 469)
(35, 1, 7, 64, 486);ר;ז;ע;ל;ו;ך;ש;י;מ;(35, 1, 7, 56, 478)
(35, 1, 8, 1, 495);ו;ו;ג;נ;ד;ב;ע;ה;י;(35, 1, 7, 65, 487)
(35, 1, 8, 10, 504);ע;ל;א;י;נ;ד;ם;ש;י;(35, 1, 8, 2, 496)
(35, 1, 8, 19, 513);א;ל;ר;ש;א;ו;ב;ל;ל;(35, 1, 8, 11, 505)
(35, 1, 8, 28, 522);ב;ת;פ;ב;ל;א;ג;ת;י;(35, 1, 8, 20, 514)
(35, 1, 8, 37, 531);י;י;ב;ו;ך;ל;מ;ה;ג;(35, 1, 8, 29, 523)
(35, 1, 8, 46, 540);ב;י;ו;ו;י;ת;ש;מ;ן;(35, 1, 8, 38, 532)
(35, 1, 8, 55, 549);י;ר;ס;ה;ר;ש;מ;ש;ק;(35, 1, 8, 47, 541)
(35, 1, 8, 64, 558);י;א;ל;ר;ש;א;ם;י;ס;(35, 1, 8, 56, 550)
(35, 1, 9, 5, 567);ה;ן;ת;י;ו;ל;א;ג;ת;(35, 1, 8, 65, 559)
(35, 1, 9, 14, 576);נ;ד;ת;א;ם;י;ה;ל;א;(35, 1, 9, 6, 568)
(35, 1, 9, 23, 585);ל;ו;ד;ס;ח;ל;ל;א;י;(35, 1, 9, 15, 577)
(35, 1, 9, 32, 594);י;נ;פ;ל;ם;י;מ;ח;ר;(35, 1, 9, 24, 586)
(35, 1, 9, 41, 603);ם;י;ס;י;ר;ס;ה;ר;ש;(35, 1, 9, 33, 595)
(35, 1, 10, 9, 612);ס;ה;ר;ש;ר;מ;א;י;ו;(35, 1, 10, 1, 604)
(35, 1, 10, 18, 621);י;נ;ד;ל;ם;י;ס;י;ר;(35, 1, 10, 10, 613)
(35, 1, 10, 27, 630);א;י;נ;א;א;ר;י;ל;א;(35, 1, 10, 19, 622)
(35, 1, 10, 36, 639);ך;ל;מ;ה;י;נ;ד;א;ת;(35, 1, 10, 28, 631)
(35, 1, 10, 45, 648);מ;ת;א;ה;נ;מ;ר;ש;א;(35, 1, 10, 37, 640)
(35, 1, 10, 54, 657);מ;ת;א;ו;ם;כ;ל;כ;א;(35, 1, 10, 46, 649)
(35, 1, 10, 63, 666);ל;ר;ש;א;ם;כ;י;ת;ש;(35, 1, 10, 55, 658)
(35, 1, 10, 72, 675);פ;ת;א;ה;א;ר;י;ה;מ;(35, 1, 10, 64, 667)
(35, 1, 10, 81, 684);ם;י;פ;ע;ז;ם;כ;י;נ;(35, 1, 10, 73, 676)
(35, 1, 10, 90, 693);א;ם;י;ד;ל;י;ה;ן;מ;(35, 1, 10, 82, 685)
(35, 1, 10, 99, 702);ו;ם;כ;ל;י;ג;כ;ר;ש;(35, 1, 10, 91, 694)
(35, 1, 10, 108, 711);א;ר;ת;א;ם;ת;ב;י;ח;(35, 1, 10, 100, 703)
(35, 1, 11, 3, 720);א;י;ו;ך;ל;מ;ל;י;ש;(35, 1, 10, 109, 712)
(35, 1, 11, 12, 729);ל;א;ל;א;י;נ;ד;ר;מ;(35, 1, 11, 4, 721)
(35, 1, 11, 21, 738);מ;ר;ש;א;ר;צ;ל;מ;ה;(35, 1, 11, 13, 730)
(35, 1, 11, 30, 747);ס;י;ר;ס;ה;ר;ש;ה;נ;(35, 1, 11, 22, 739)
(35, 1, 11, 39, 756);ל;א;י;נ;ד;ל;ע;ם;י;(35, 1, 11, 31, 748)
(35, 1, 11, 48, 765);א;ש;י;מ;ה;י;נ;נ;ח;(35, 1, 11, 40, 757)
(35, 1, 12, 2, 774);ס;נ;ה;י;ר;ז;ע;ו;ל;(35, 1, 11, 49, 766)
(35, 1, 12, 11, 783);ך;י;ד;ב;ע;ת;א;א;נ;(35, 1, 12, 3, 775)
(35, 1, 12, 20, 792);ו;ה;ר;ש;ע;ם;י;מ;י;(35, 1, 12, 12, 784)
(35, 1, 12, 29, 801);ן;מ;ו;נ;ל;ו;נ;ת;י;(35, 1, 12, 21, 793)
(35, 1, 12, 38, 810);א;נ;ו;ם;י;ע;ר;ז;ה;(35, 1, 12, 30, 802)
(35, 1, 12, 47, 819);נ;ו;ם;י;מ;ו;ה;ל;כ;(35, 1, 12, 39, 811)
(35, 1, 13, 6, 828);ל;ו;א;ר;י;ו;ה;ת;ש;(35, 1, 12, 48, 820)
(35, 1, 13, 15, 837);נ;י;א;ר;מ;ך;י;נ;פ;(35, 1, 13, 7, 829)
(35, 1, 13, 24, 846);ל;י;ה;ה;א;ר;מ;ו;ו;(35, 1, 13, 16, 838)
(35, 1, 13, 33, 855);ם;י;ל;כ;א;ה;ם;י;ד;(35, 1, 13, 25, 847)
(35, 1, 13, 42, 864);ל;מ;ה;ג;ב;ת;פ;ת;א;(35, 1, 13, 34, 856)
(35, 1, 13, 51, 873);א;ר;ת;ר;ש;א;כ;ו;ך;(35, 1, 13, 43, 865)
(35, 1, 13, 60, 882);ד;ב;ע;ם;ע;ה;ש;ע;ה;(35, 1, 13, 52, 874)
(35, 1, 14, 7, 891);ה;ל;ע;מ;ש;י;ו;ך;י;(35, 1, 13, 61, 883)
(35, 1, 14, 16, 900);ו;ה;ז;ה;ר;ב;ד;ל;ם;(35, 1, 14, 8, 892)
(35, 1, 14, 25, 909);ע;ם;י;מ;י;ם;ס;נ;י;(35, 1, 14, 17, 901)
(35, 1, 15, 6, 918);י;ת;צ;ק;מ;ו;ה;ר;ש;(35, 1, 14, 26, 910)
(35, 1, 15, 15, 927);ר;נ;ה;ר;ש;ע;ם;י;מ;(35, 1, 15, 7, 919)
(35, 1, 15, 24, 936);ט;ם;ה;י;א;ר;מ;ה;א;(35, 1, 15, 16, 928)
(35, 1, 15, 33, 945);ב;י;א;י;ר;ב;ו;ב;ו;(35, 1, 15, 25, 937)
(35, 1, 15, 42, 954);ל;י;ה;ל;כ;ן;מ;ר;ש;(35, 1, 15, 34, 946)
(35, 1, 15, 51, 963);ם;י;ל;כ;א;ה;ם;י;ד;(35, 1, 15, 43, 955)
(35, 1, 15, 60, 972);ל;מ;ה;ג;ב;ת;פ;ת;א;(35, 1, 15, 52, 964)
(35, 1, 16, 8, 981);צ;ל;מ;ה;י;ה;י;ו;ך;(35, 1, 15, 61, 973)
(35, 1, 16, 17, 990);ב;ת;פ;ת;א;א;ש;נ;ר;(35, 1, 16, 9, 982)
(35, 1, 16, 26, 999);ת;ש;מ;ן;י;י;ו;ם;ג;(35, 1, 16, 18, 991)
(35, 1, 16, 35, 1008);ה;ל;ן;ת;נ;ו;ם;ה;י;(35, 1, 16, 27, 1000)
(35, 1, 17, 2, 1017);ה;ו;ם;י;נ;ע;ר;ז;ם;(35, 1, 16, 36, 1009)
(35, 1, 17, 11, 1026);ה;ל;א;ה;ם;י;ד;ל;י;(35, 1, 17, 3, 1018)
(35, 1, 17, 20, 1035);ן;ת;נ;ם;ת;ע;ב;ר;א;(35, 1, 17, 12, 1027)
(35, 1, 17, 29, 1044);ם;י;ה;ל;א;ה;ם;ה;ל;(35, 1, 17, 21, 1036)
(35, 1, 17, 38, 1053);ב;ל;כ;ש;ה;ו;ע;ד;מ;(35, 1, 17, 30, 1045)
(35, 1, 17, 47, 1062);מ;כ;ח;ו;ר;פ;ס;ל;כ;(35, 1, 17, 39, 1054)
(35, 1, 17, 56, 1071);ב;ה;ל;א;י;נ;ד;ו;ה;(35, 1, 17, 48, 1063)
(35, 1, 17, 65, 1080);ן;ו;ז;ח;ל;כ;ב;ן;י;(35, 1, 17, 57, 1072)
(35, 1, 18, 3, 1089);מ;ל;ו;ת;ו;מ;ל;ח;ו;(35, 1, 17, 66, 1081)
(35, 1, 18, 12, 1098);א;ם;י;מ;י;ה;ת;צ;ק;(35, 1, 18, 4, 1090)
(35, 1, 18, 21, 1107);ך;ל;מ;ה;ר;מ;א;ר;ש;(35, 1, 18, 13, 1099)
(35, 1, 18, 30, 1116);ב;י;ו;ם;א;י;ב;ה;ל;(35, 1, 18, 22, 1108)
(35, 1, 18, 39, 1125);י;ר;ס;ה;ר;ש;ם;א;י;(35, 1, 18, 31, 1117)
(35, 1, 18, 48, 1134);ב;נ;י;נ;פ;ל;ם;י;ס;(35, 1, 18, 40, 1126)
(35, 1, 19, 4, 1143);ב;ד;י;ו;ר;צ;נ;ד;כ;(35, 1, 18, 49, 1135)
(35, 1, 19, 13, 1152);ו;ך;ל;מ;ה;ם;ת;א;ר;(35, 1, 19, 5, 1144)
(35, 1, 19, 22, 1161);ל;כ;מ;א;צ;מ;נ;א;ל;(35, 1, 19, 14, 1153)
(35, 1, 19, 31, 1170);נ;ח;ל;א;י;נ;ד;כ;ם;(35, 1, 19, 23, 1162)
(35, 1, 19, 40, 1179);ו;ל;א;ש;י;מ;ה;י;נ;(35, 1, 19, 32, 1171)
(35, 1, 19, 49, 1188);מ;ע;י;ו;ה;י;ר;ז;ע;(35, 1, 19, 41, 1180)
(35, 1, 19, 58, 1197);ל;מ;ה;י;נ;פ;ל;ו;ד;(35, 1, 19, 50, 1189)
(35, 1, 20, 8, 1206);כ;ח;ר;ב;ד;ל;כ;ו;ך;(35, 1, 19, 59, 1198)
(35, 1, 20, 17, 1215);ר;ש;א;ה;נ;י;ב;ת;מ;(35, 1, 20, 9, 1207)
(35, 1, 20, 26, 1224);ל;מ;ה;ם;ה;מ;ש;ק;ב;(35, 1, 20, 18, 1216)
(35, 1, 20, 35, 1233);ש;ע;ם;א;צ;מ;י;ו;ך;(35, 1, 20, 27, 1225)
(35, 1, 20, 44, 1242);ל;כ;ל;ע;ת;ו;ד;י;ר;(35, 1, 20, 36, 1234)
(35, 1, 20, 53, 1251);א;ה;ם;י;מ;ט;ר;ח;ה;(35, 1, 20, 45, 1243)
(35, 1, 20, 62, 1260);כ;ב;ר;ש;א;ם;י;פ;ש;(35, 1, 20, 54, 1252)
(35, 1, 21, 2, 1269);י;ו;ו;ת;ו;כ;ל;מ;ל;(35, 1, 20, 63, 1261)
(35, 1, 21, 11, 1278);ד;ע;ל;א;י;נ;ד;י;ה;(35, 1, 21, 3, 1270)
(35, 1, 21, 20, 1287);ו;כ;ל;ת;ח;א;ת;נ;ש;(35, 1, 21, 12, 1279)
(35, 2, 1, 3, 1296);ש;ב;ו;ך;ל;מ;ה;ש;ר;(35, 1, 21, 21, 1288)
(35, 2, 1, 12, 1305);ל;מ;ל;ם;י;ת;ש;ת;נ;(35, 2, 1, 4, 1297)
(35, 2, 1, 21, 1314);צ;נ;ד;כ;ב;נ;ת;ו;כ;(35, 2, 1, 13, 1306)
(35, 2, 1, 30, 1323);נ;ד;כ;ב;נ;ם;ל;ח;ר;(35, 2, 1, 22, 1315)
(35, 2, 1, 39, 1332);ת;ו;ת;ו;מ;ל;ח;ר;צ;(35, 2, 1, 31, 1324)
(35, 2, 1, 48, 1341);ו;ו;ח;ו;ר;ם;ע;פ;ת;(35, 2, 1, 40, 1333)
(35, 2, 1, 57, 1350);ה;ת;י;ה;נ;ו;ת;נ;ש;(35, 2, 1, 49, 1342)
(35, 2, 2, 5, 1359);ר;מ;א;י;ו;ו;י;ל;ע;(35, 2, 1, 58, 1351)
(35, 2, 2, 14, 1368);ל;א;ר;ק;ל;ך;ל;מ;ה;(35, 2, 2, 6, 1360)
(35, 2, 2, 23, 1377);א;ל;ו;ם;י;מ;ט;ר;ח;(35, 2, 2, 15, 1369)
(35, 2, 2, 32, 1386);ש;כ;מ;ל;ו;ם;י;פ;ש;(35, 2, 2, 24, 1378)
(35, 2, 2, 41, 1395);י;ד;ש;כ;ל;ו;ם;י;פ;(35, 2, 2, 33, 1387)
(35, 2, 2, 50, 1404);ל;מ;ל;ד;י;ג;ה;ל;ם;(35, 2, 2, 42, 1396)
(35, 2, 2, 59, 1413);י;ו;ו;י;ת;מ;ל;ח;ך;(35, 2, 2, 51, 1405)
(35, 2, 2, 68, 1422);ו;ד;מ;ע;י;ו;ו;א;ב;(35, 2, 2, 60, 1414)
(35, 2, 3, 1, 1431);ו;ך;ל;מ;ה;י;נ;פ;ל;(35, 2, 2, 69, 1423)
(35, 2, 3, 10, 1440);מ;ה;ם;ה;ל;ר;מ;א;י;(35, 2, 3, 2, 1432)
(35, 2, 3, 19, 1449);מ;ל;ח;ם;ו;ל;ח;ך;ל;(35, 2, 3, 11, 1441)
(35, 2, 3, 28, 1458);ו;ר;ם;ע;פ;ת;ו;י;ת;(35, 2, 3, 20, 1450)
(35, 2, 3, 37, 1467);ה;ת;א;ת;ע;ד;ל;י;ח;(35, 2, 3, 29, 1459)
(35, 2, 4, 5, 1476);ר;ב;ד;י;ו;ם;ו;ל;ח;(35, 2, 3, 38, 1468)
(35, 2, 4, 14, 1485);מ;ל;ם;י;ד;ש;כ;ה;ו;(35, 2, 4, 6, 1477)
(35, 2, 4, 23, 1494);ל;מ;ת;י;מ;ר;א;ך;ל;(35, 2, 4, 15, 1486)
(35, 2, 4, 32, 1503);ח;ן;י;מ;ל;ע;ל;א;כ;(35, 2, 4, 24, 1495)
(35, 2, 4, 41, 1512);א;מ;ל;ח;ר;מ;א;י;י;(35, 2, 4, 33, 1504)
(35, 2, 4, 50, 1521);ש;פ;ו;ך;י;ד;ב;ע;ל;(35, 2, 4, 42, 1513)
(35, 2, 5, 3, 1530);ה;נ;ע;א;ו;ח;נ;א;ר;(35, 2, 4, 51, 1522)
(35, 2, 5, 12, 1539);ל;ר;מ;א;ו;א;כ;ל;מ;(35, 2, 5, 4, 1531)
(35, 2, 5, 21, 1548);א;ת;ל;מ;א;י;ד;ש;כ;(35, 2, 5, 13, 1540)
(35, 2, 5, 30, 1557);ן;ה;א;ד;ז;א;י;נ;מ;(35, 2, 5, 22, 1549)
(35, 2, 5, 39, 1566);נ;ו;ע;ד;ו;ה;ת;א;ל;(35, 2, 5, 31, 1558)
(35, 2, 5, 48, 1575);ש;פ;ו;א;מ;ל;ח;י;נ;(35, 2, 5, 40, 1567)
(35, 2, 5, 57, 1584);ת;ת;ן;י;מ;ד;ה;ה;ר;(35, 2, 5, 49, 1576)
(35, 2, 5, 66, 1593);י;ת;ב;ו;ן;ו;ד;ב;ע;(35, 2, 5, 58, 1585)
(35, 2, 5, 75, 1602);ת;י;י;ל;ו;נ;ן;ו;כ;(35, 2, 5, 67, 1594)
(35, 2, 6, 5, 1611);ל;ח;ן;ה;ו;ן;ו;מ;ש;(35, 2, 5, 76, 1603)
(35, 2, 6, 14, 1620);ה;ת;ה;ר;ש;פ;ו;א;מ;(35, 2, 6, 6, 1612)
(35, 2, 6, 23, 1629);נ;ו;ן;נ;ת;מ;ן;ו;ח;(35, 2, 6, 15, 1621)
(35, 2, 6, 32, 1638);ש;ר;ק;י;ו;ה;ב;ז;ב;(35, 2, 6, 24, 1630)
(35, 2, 6, 41, 1647);ן;ו;ל;ב;ק;ת;א;י;ג;(35, 2, 6, 33, 1639)
(35, 2, 6, 50, 1656);ן;ה;ל;י;מ;ד;ק;ן;מ;(35, 2, 6, 42, 1648)
(35, 2, 6, 59, 1665);ה;ר;ש;פ;ו;א;מ;ל;ח;(35, 2, 6, 51, 1657)
(35, 2, 7, 4, 1674);ת;ו;נ;ע;י;נ;ו;ח;ה;(35, 2, 6, 60, 1666)
(35, 2, 7, 13, 1683);ר;מ;א;ו;ת;ו;נ;י;נ;(35, 2, 7, 5, 1675)
(35, 2, 7, 22, 1692);מ;ל;ח;א;כ;ל;מ;ן;י;(35, 2, 7, 14, 1684)
(35, 2, 7, 31, 1701);ד;ב;ע;ל;ר;מ;א;י;א;(35, 2, 7, 23, 1693)
(35, 2, 7, 40, 1710);נ;ה;ר;ש;פ;ו;י;ה;ו;(35, 2, 7, 32, 1702)
(35, 2, 8, 5, 1719);ל;מ;ה;נ;ע;ה;ו;ח;ה;(35, 2, 7, 41, 1711)
(35, 2, 8, 14, 1728);י;ן;מ;ר;מ;א;ו;א;כ;(35, 2, 8, 6, 1720)
(35, 2, 8, 23, 1737);ה;נ;א;ע;ד;י;ב;י;צ;(35, 2, 8, 15, 1729)
(35, 2, 8, 32, 1746);ת;נ;א;א;נ;ד;ע;י;ד;(35, 2, 8, 24, 1738)
(35, 2, 8, 41, 1755);ל;כ;ן;י;נ;ב;ז;ן;ו;(35, 2, 8, 33, 1747)
(35, 2, 8, 50, 1764);ת;י;ז;ח;י;ד;ל;ב;ק;(35, 2, 8, 42, 1756)
(35, 2, 8, 59, 1773);מ;א;ד;ז;א;י;ד;ן;ו;(35, 2, 8, 51, 1765)
(35, 2, 9, 3, 1782);ה;י;ד;א;ת;ל;מ;י;נ;(35, 2, 8, 60, 1774)
(35, 2, 9, 12, 1791);ה;ת;א;ל;א;מ;ל;ח;ן;(35, 2, 9, 4, 1783)
(35, 2, 9, 21, 1800);ה;ד;ח;י;נ;נ;ע;ד;ו;(35, 2, 9, 13, 1792)
(35, 2, 9, 30, 1809);ו;ן;ו;כ;ת;ד;א;י;ה;(35, 2, 9, 22, 1801)
(35, 2, 9, 39, 1818);ש;ו;ה;ב;ד;כ;ה;ל;מ;(35, 2, 9, 31, 1810)
(35, 2, 9, 48, 1827);ת;נ;מ;ז;ה;ה;ת;י;ח;(35, 2, 9, 40, 1819)
(35, 2, 9, 57, 1836);ד;ק;ר;מ;א;מ;ל;ן;ו;(35, 2, 9, 49, 1828)
(35, 2, 9, 66, 1845);נ;ד;ע;י;ד;ד;ע;י;מ;(35, 2, 9, 58, 1837)
(35, 2, 9, 75, 1854);ן;ה;ל;א;נ;ת;ש;י;א;(35, 2, 9, 67, 1846)
(35, 2, 9, 84, 1863);ל;ו;ר;מ;א;א;מ;ל;ח;(35, 2, 9, 76, 1855)
(35, 2, 9, 93, 1872);פ;י;ד;ע;ד;נ;א;ו;י;(35, 2, 9, 85, 1864)
(35, 2, 9, 102, 1881);נ;נ;ו;ח;ה;ת;ה;ר;ש;(35, 2, 9, 94, 1873)
(35, 2, 10, 8, 1890);א;י;ד;ש;כ;ו;נ;ע;י;(35, 2, 9, 103, 1882)
(35, 2, 10, 17, 1899);א;ו;א;כ;ל;מ;ם;ד;ק;(35, 2, 10, 9, 1891)
(35, 2, 10, 26, 1908);ת;י;א;א;ל;ן;י;ר;מ;(35, 2, 10, 18, 1900)
(35, 2, 10, 35, 1917);ש;ב;י;ל;ע;ש;נ;א;י;(35, 2, 10, 27, 1909)
(35, 2, 10, 44, 1926);ל;מ;ת;ל;מ;י;ד;א;ת;(35, 2, 10, 36, 1918)
(35, 2, 10, 53, 1935);ח;ה;ל;ל;כ;ו;י;א;כ;(35, 2, 10, 45, 1927)
(35, 2, 10, 62, 1944);ד;ל;ב;ק;ל;כ;ה;י;ו;(35, 2, 10, 54, 1936)
(35, 2, 10, 71, 1953);ו;ב;ר;ך;ל;מ;ל;כ;י;(35, 2, 10, 63, 1945)
(35, 2, 10, 80, 1962);ד;כ;ה;ל;מ;ט;י;ל;ש;(35, 2, 10, 72, 1954)
(35, 2, 10, 89, 1971);כ;ל;ל;א;ש;א;ל;ה;נ;(35, 2, 10, 81, 1963)
(35, 2, 10, 98, 1980);ף;ש;א;ו;ם;ט;ר;ח;ל;(35, 2, 10, 90, 1972)
(35, 2, 11, 4, 1989);ת;ל;מ;ו;י;ד;ש;כ;ו;(35, 2, 10, 99, 1981)
(35, 2, 11, 13, 1998);א;ש;ה;כ;ל;מ;י;ד;א;(35, 2, 11, 5, 1990)
(35, 2, 11, 22, 2007);ח;א;ו;ה;ר;י;ק;י;ל;(35, 2, 11, 14, 1999)
(35, 2, 11, 31, 2016);ד;י;ת;י;א;א;ל;ן;ר;(35, 2, 11, 23, 2008)
(35, 2, 11, 40, 2025);ם;ד;ק;ה;נ;ו;ח;י;י;(35, 2, 11, 32, 2017)
(35, 2, 11, 49, 2034);ל;א;ן;ה;ל;א;כ;ל;מ;(35, 2, 11, 41, 2026)
(35, 2, 11, 58, 2043);ה;ר;ד;מ;י;ד;ן;י;ה;(35, 2, 11, 50, 2035)
(35, 2, 11, 67, 2052);ל;א;ר;ש;ב;ם;ע;ן;ו;(35, 2, 11, 59, 2044)
(35, 2, 12, 2, 2061);ל;כ;י;ה;ו;ת;י;א;א;(35, 2, 11, 68, 2053)
(35, 2, 12, 11, 2070);כ;ל;מ;ה;נ;ד;ל;ב;ק;(35, 2, 12, 3, 2062)
(35, 2, 12, 20, 2079);ש;ף;צ;ק;ו;ס;נ;ב;א;(35, 2, 12, 12, 2071)
(35, 2, 12, 29, 2088);ה;ל;ר;מ;א;ו;א;י;ג;(35, 2, 12, 21, 2080)
(35, 2, 12, 38, 2097);כ;ח;ל;כ;ל;ה;ד;ב;ו;(35, 2, 12, 30, 2089)
(35, 2, 13, 3, 2106);ת;ד;ו;ל;ב;ב;י;מ;י;(35, 2, 12, 39, 2098)
(35, 2, 13, 12, 2115);י;כ;ח;ו;ת;ק;פ;נ;א;(35, 2, 13, 4, 2107)
(35, 2, 13, 21, 2124);י;ל;ט;ק;ת;מ;א;י;מ;(35, 2, 13, 13, 2116)
(35, 2, 13, 30, 2133);א;י;נ;ד;ו;ע;ב;ו;ן;(35, 2, 13, 22, 2125)
(35, 2, 13, 39, 2142);ל;י;ה;ו;ר;ב;ח;ו;ל;(35, 2, 13, 31, 2134)
(35, 2, 14, 3, 2151);ד;א;ב;ה;ל;ט;ק;ת;ה;(35, 2, 13, 40, 2143)
(35, 2, 14, 12, 2160);ת;ה;ל;א;י;נ;ד;ן;י;(35, 2, 14, 4, 2152)
(35, 2, 14, 21, 2169);ם;ע;ט;ו;א;ט;ע;ב;י;(35, 2, 14, 13, 2161)
(35, 2, 14, 30, 2178);ט;ב;ר;ך;ו;י;ר;א;ל;(35, 2, 14, 22, 2170)
(35, 2, 14, 39, 2187);כ;ל;מ;י;ד;א;י;ח;ב;(35, 2, 14, 31, 2179)
(35, 2, 14, 48, 2196);ט;ק;ל;ק;פ;נ;י;ד;א;(35, 2, 14, 40, 2188)
